player_id,player_name,team_name,Ball Receipt*,Ball Recovery,Block,Carry,Clearance,Dispossessed,Dribble,Dribbled Past,Duel,Error,Foul Committed,Foul Won,Goal Keeper,Interception,Miscontrol,Own Goal Against,Pass,Player Off,Player On,Pressure,Shot,match_id,Offside,Shield,Bad Behaviour,50/50
5552,Marcelo Vieira da Silva Júnior,Brazil,68,7,6,63,1,1,0,1,1,0.0,2,2,0,2,1,0.0,80,0.0,0.0,9,1,8650,,,,
5553,Renato Soares de Oliveira Augusto,Brazil,10,2,0,9,0,0,0,1,0,0.0,1,0,0,0,1,0.0,9,0.0,0.0,4,2,8650,,,,
5642,Axel Witsel,Belgium,33,5,6,24,2,2,0,2,2,0.0,0,4,0,0,0,0.0,37,0.0,0.0,44,0,8650,,,,
5837,Douglas Costa de Souza,Brazil,23,2,0,27,0,2,3,0,0,0.0,0,0,0,1,0,0.0,19,0.0,0.0,0,4,8650,,,,
5838,Fágner Conserva Lemos,Brazil,28,1,2,27,0,0,0,1,3,0.0,4,1,0,1,0,0.0,39,0.0,0.0,24,0,8650,,,,
6332,Thomas Vermaelen,Belgium,5,0,0,4,0,0,0,0,1,0.0,0,0,0,0,0,0.0,5,0.0,0.0,0,0,8650,,,,
20005,Toby Alderweireld,Belgium,23,2,5,22,9,0,0,0,1,0.0,2,0,0,0,0,0.0,29,0.0,0.0,14,0,8650,,,,
3077,Jan Vertonghen,Belgium,57,5,1,53,0,1,0,0,3,0.0,0,0,0,2,0,,80,,,7,2,7584,0.0,0.0,,
3089,Kevin De Bruyne,Belgium,59,3,4,51,1,2,4,1,2,0.0,2,2,0,1,1,,65,,,24,2,7584,0.0,1.0,,
3101,Vincent Kompany,Belgium,72,3,1,65,5,0,0,1,1,0.0,4,1,0,0,0,,83,,,3,5,7584,0.0,0.0,,
3175,Eiji Kawashima,Japan,12,4,0,10,0,0,0,0,0,0.0,0,0,31,0,0,,27,,,0,0,7584,0.0,0.0,,
3176,Thomas Meunier,Belgium,58,8,0,51,0,0,2,2,0,0.0,2,0,0,1,0,,67,,,16,2,7584,0.0,0.0,,
3289,Romelu Lukaku Menama,Belgium,47,0,0,14,1,0,2,1,0,0.0,2,0,0,0,2,,19,,,11,7,7584,0.0,0.0,,
3296,Marouane Fellaini-Bakkioui,Belgium,16,1,1,11,0,0,0,0,0,0.0,0,0,0,0,1,,13,,,9,1,7584,1.0,0.0,,
3300,Maya Yoshida,Japan,28,4,5,29,10,0,0,0,1,0.0,1,1,0,3,0,,50,,,7,0,7584,0.0,0.0,,
3509,Thibaut Courtois,Belgium,11,6,0,12,1,0,0,0,0,0.0,0,0,14,0,0,,21,,,0,0,7584,0.0,0.0,,
3530,Hiroki Sakai,Japan,37,0,1,31,3,0,2,1,4,0.0,0,1,0,3,2,,40,,,14,0,7584,0.0,0.0,,
3621,Eden Hazard,Belgium,73,3,3,59,0,0,5,1,2,0.0,0,5,0,0,1,,57,,,10,4,7584,0.0,0.0,,
4831,Nacer Chadli,Belgium,12,2,0,11,0,0,5,0,0,0.0,1,1,0,0,0,,12,,,4,2,7584,0.0,0.0,,
5630,Dries Mertens,Belgium,32,2,0,20,0,0,0,0,0,0.0,0,1,0,0,2,,26,,,22,0,7584,0.0,0.0,,
5633,Yannick Ferreira Carrasco,Belgium,38,3,1,33,0,1,4,1,3,0.0,2,0,0,0,1,,35,,,11,1,7584,0.0,0.0,,
5642,Axel Witsel,Belgium,51,4,4,48,0,0,0,2,3,1.0,0,0,0,1,0,,64,,,15,2,7584,0.0,0.0,,
5679,Yūya Ōsako,Japan,43,3,1,22,0,2,1,1,5,0.0,2,5,0,0,2,,21,,,26,0,7584,0.0,0.0,,
5681,Makoto Hasebe,Japan,40,2,3,35,3,1,1,4,2,0.0,2,1,0,1,1,,49,,,19,0,7584,0.0,0.0,,
5682,Gen Shōji,Japan,32,6,1,35,7,0,1,2,2,0.0,0,1,0,0,0,,39,,,6,1,7584,0.0,0.0,,
5683,Keisuke Honda,Japan,5,0,0,3,0,0,0,1,0,0.0,0,0,0,0,0,,6,,,3,2,7584,0.0,0.0,,
5684,Shinji Kagawa,Japan,53,7,1,46,0,0,4,1,1,0.0,1,0,0,0,1,,58,,,17,1,7584,0.0,0.0,,
5687,Takashi Inui,Japan,48,2,3,36,1,0,1,2,1,0.0,1,1,0,2,3,,37,,,21,3,7584,0.0,0.0,,
5690,Yuto Nagatomo,Japan,43,4,1,39,3,0,0,0,1,0.0,1,1,0,0,0,,49,,,9,2,7584,0.0,0.0,,
5693,Gaku Shibasaki,Japan,40,3,1,36,2,1,0,3,1,0.0,2,0,0,2,1,,51,,,26,1,7584,0.0,0.0,,
5694,Hotaru Yamaguchi,Japan,6,0,0,3,2,0,0,2,0,0.0,0,0,0,0,0,,6,,,2,0,7584,0.0,0.0,,
5697,Genki Haraguchi,Japan,25,5,2,21,2,1,2,3,2,0.0,1,1,0,1,0,,24,,,17,2,7584,0.0,0.0,,
20005,Toby Alderweireld,Belgium,69,1,1,63,2,0,0,0,0,0.0,0,0,0,0,0,,76,,,8,0,7584,0.0,0.0,,
3205,Kyle Walker,England,97,3,1,96,4,0,1,0,0,,0,0,0,0,1,,110,0.0,0.0,10,0,7554,,,0.0,
3233,Raheem Sterling,England,45,2,0,36,0,1,0,1,0,,6,2,0,0,2,,35,0.0,0.0,18,2,7554,,,0.0,
3244,John Stones,England,93,3,0,89,4,0,0,0,2,,0,1,0,0,0,,97,0.0,0.0,3,2,7554,,,0.0,
3293,Jesse Lingard,England,46,1,1,30,0,1,1,0,1,,3,2,0,0,3,,32,0.0,0.0,18,2,7554,,,0.0,
3308,Kieran Trippier,England,22,0,2,17,2,0,0,0,1,,1,1,0,1,1,,28,0.0,0.0,19,0,7554,,,0.0,
3336,Harry Maguire,England,75,2,3,73,0,1,0,0,1,,1,2,0,0,0,,75,0.0,0.0,3,0,7554,,,0.0,
3468,Jordan Pickford,England,11,5,0,15,0,0,0,0,0,,0,0,8,0,0,,21,0.0,0.0,0,0,7554,,,0.0,
3504,Ruben Loftus-Cheek,England,37,1,0,40,0,1,4,0,2,,2,1,0,3,3,,32,0.0,0.0,25,1,7554,,,0.0,
3532,Jordan Brian Henderson,England,65,4,1,65,0,0,0,2,5,,0,0,0,0,0,,75,0.0,0.0,25,1,7554,,,0.0,
3594,Danny Rose,England,15,1,0,12,1,2,1,0,0,,0,0,0,0,1,,12,0.0,0.0,2,0,7554,,,0.0,
3612,Ashley Young,England,36,4,2,36,0,0,0,1,1,,1,0,0,0,1,,47,0.0,0.0,14,0,7554,,,0.0,
4597,Fabian Delph,England,25,2,0,26,0,0,2,0,1,,0,1,0,0,0,,26,0.0,0.0,12,0,7554,,,0.0,
5628,José Luis Rodríguez Francis,Panama,48,4,0,40,0,2,0,1,1,,1,3,0,2,2,,37,0.0,0.0,14,1,7554,,,0.0,
5631,Blas Antonio Miguel Pérez Ortega,Panama,38,1,0,10,0,1,0,1,6,,0,1,0,0,3,,16,0.0,0.0,29,1,7554,,,0.0,
5634,Erick Javier Davis Grajales,Panama,54,4,0,45,1,0,0,1,0,,1,1,0,0,1,,65,0.0,0.0,8,0,7554,,,0.0,
5635,Román Aureliano Torres Morcillo,Panama,29,3,1,25,3,0,0,0,1,,0,2,0,0,0,,32,1.0,1.0,8,1,7554,,,0.0,
5636,Jaime Manuel Penedo Cano,Panama,1,5,0,6,0,0,0,0,0,,0,0,12,0,0,,17,0.0,0.0,0,0,7554,,,0.0,
5637,Edgar Yoel Bárcenas Herrera,Panama,22,3,0,17,0,0,0,0,1,,0,0,0,1,0,,17,0.0,0.0,18,2,7554,,,0.0,
5638,Fidel Escobar Mendieta,Panama,31,1,3,28,0,0,0,0,3,,2,3,0,0,0,,38,0.0,0.0,8,0,7554,,,1.0,
5640,Gabriel Enrique Gómez Girón,Panama,27,0,0,25,1,0,0,0,1,,1,0,0,0,0,,30,0.0,0.0,9,0,7554,,,0.0,
5641,Michael Amir Murillo Bermudez,Panama,32,0,0,32,0,0,3,0,3,,2,0,0,0,2,,39,0.0,0.0,8,1,7554,,,0.0,
5645,Armando Enrique Cooper Whitaker,Panama,47,5,1,45,0,3,3,0,3,,2,3,0,2,4,,40,0.0,0.0,27,0,7554,,,0.0,
5646,Aníbal Cesis Godoy,Panama,34,1,0,22,0,0,0,0,2,,2,0,0,1,0,,37,0.0,0.0,19,1,7554,,,0.0,
6138,Ricardo Guardia Avila,Panama,15,1,0,15,0,0,1,2,1,,1,1,0,0,0,,19,0.0,0.0,12,0,7554,,,0.0,
6139,Felipe Abdiel Baloy Ramírez,Panama,16,1,0,15,3,0,0,0,0,,0,0,0,0,0,,16,0.0,0.0,2,1,7554,,,0.0,
6140,Abdiel Arroyo Molinar,Panama,2,1,1,2,0,0,1,1,1,,1,0,0,1,0,,3,0.0,0.0,7,0,7554,,,0.0,
10955,Harry Kane,England,15,1,1,11,1,1,0,0,1,,0,2,0,1,0,,12,0.0,0.0,8,3,7554,,,0.0,
10960,Jamie Vardy,England,7,1,1,3,0,0,0,0,1,,0,0,0,0,0,,5,0.0,0.0,15,0,7554,,,0.0,
2941,Ismaïla Sarr,Senegal,33,5,0,30,3,1,4,0,1,0.0,2,2,0,0,2,0.0,24,0.0,0.0,33,0,7539,0.0,,,
3404,Youssouf Sabaly,Senegal,33,8,2,39,1,0,4,0,4,0.0,1,0,0,3,0,0.0,50,0.0,0.0,17,0,7539,0.0,,,
3436,Idrissa Gana Gueye,Senegal,46,4,4,35,2,1,0,0,0,0.0,2,1,0,2,2,0.0,51,0.0,0.0,30,2,7539,0.0,,,
3555,Pape Moussa Konaté,Senegal,6,0,0,2,0,0,0,0,2,0.0,0,0,0,0,1,0.0,4,0.0,0.0,10,0,7539,0.0,,,
3603,Mame Biram Diouf,Senegal,29,2,1,9,0,0,0,0,3,0.0,3,0,0,0,3,0.0,8,0.0,0.0,23,1,7539,0.0,,,
3629,Sadio Mané,Senegal,53,2,3,29,0,1,5,0,0,0.0,2,0,0,1,2,0.0,38,0.0,0.0,23,1,7539,0.0,,,
3637,Grzegorz Krychowiak,Poland,71,5,1,68,1,2,0,1,2,1.0,2,4,0,0,2,0.0,82,0.0,0.0,18,1,7539,0.0,,,
3684,Cheikhou Kouyaté,Senegal,3,0,0,2,0,0,0,0,1,0.0,0,0,0,0,0,0.0,3,0.0,0.0,1,0,7539,0.0,,,
4626,Jan Bednarek,Poland,28,2,0,28,1,0,0,0,1,0.0,0,1,0,2,0,0.0,38,1.0,1.0,1,0,7539,0.0,,,
5658,Łukasz Piszczek,Poland,41,2,2,32,2,0,0,2,1,0.0,0,3,0,1,3,0.0,51,0.0,0.0,13,1,7539,0.0,,,
5659,Khadim N'Diaye,Senegal,8,3,0,9,0,0,0,0,0,0.0,0,0,12,0,0,0.0,25,0.0,0.0,0,0,7539,0.0,,,
5660,Piotr Zieliński,Poland,76,4,0,68,1,0,4,0,1,0.0,1,2,0,0,2,0.0,82,0.0,0.0,12,1,7539,0.0,,,
5661,M'Baye Babacar Niang,Senegal,47,6,1,35,0,0,1,1,2,0.0,2,2,0,2,2,0.0,39,0.0,0.0,18,1,7539,0.0,,,
5662,Thiago Rangel Cionek,Poland,63,5,1,63,1,0,0,0,3,0.0,1,2,0,2,1,1.0,81,0.0,0.0,13,0,7539,0.0,,,
5663,Jakub Błaszczykowski,Poland,21,0,1,10,0,0,2,1,0,0.0,0,0,0,0,1,0.0,10,0.0,0.0,11,0,7539,0.0,,,
5664,Salif Sané,Senegal,27,1,2,26,3,0,0,0,3,0.0,1,0,0,3,0,0.0,37,0.0,0.0,4,2,7539,0.0,,,
5665,Arkadiusz Milik,Poland,30,2,0,16,0,0,0,1,1,0.0,0,0,0,1,0,0.0,23,0.0,0.0,18,1,7539,0.0,,,
5666,Dawid Kownacki,Poland,13,2,0,6,0,0,1,1,0,0.0,0,0,0,0,1,0.0,7,0.0,0.0,9,1,7539,0.0,,,
5667,Kamil Grosicki,Poland,37,2,1,26,0,1,2,0,0,0.0,1,2,0,1,0,0.0,30,0.0,0.0,15,3,7539,0.0,,,
5668,Robert Lewandowski,Poland,48,4,0,19,0,1,2,3,2,0.0,1,1,0,0,5,0.0,17,0.0,0.0,12,2,7539,0.0,,,
5669,Wojciech Szczęsny,Poland,15,3,0,13,0,0,0,1,0,0.0,0,0,9,0,0,0.0,20,0.0,0.0,0,0,7539,0.0,,,
5670,Michał Pazdan,Poland,83,1,1,77,2,0,0,0,5,0.0,0,0,0,1,1,0.0,104,0.0,0.0,5,0,7539,0.0,,,
5671,Alfred John Momar N'Diaye,Senegal,24,2,0,20,1,1,1,2,1,0.0,0,0,0,2,0,0.0,28,0.0,0.0,26,0,7539,0.0,,,
5672,Maciej Rybus,Poland,37,2,1,32,4,2,0,2,1,0.0,1,1,0,2,1,0.0,37,0.0,0.0,17,0,7539,1.0,,,
5673,Bartosz Bereszyński,Poland,4,0,0,2,0,0,0,0,0,0.0,0,0,0,1,0,0.0,3,0.0,0.0,4,0,7539,0.0,,,
5674,Moussa Wagué,Senegal,23,3,0,23,3,0,2,1,0,0.0,1,1,0,4,0,0.0,32,0.0,0.0,11,0,7539,0.0,,,
5675,Kalidou Koulibaly,Senegal,20,6,2,23,3,0,0,1,2,0.0,1,0,0,0,0,0.0,33,0.0,0.0,11,0,7539,0.0,,,
5676,Cheikh N'Doye,Senegal,13,3,1,6,0,0,1,2,2,0.0,2,1,0,1,0,0.0,10,0.0,0.0,14,0,7539,0.0,,,
3381,Nemanja Matić,Serbia,32,7,2,29,1,1,0,3,6,0.0,4,2,0,0,2,,35,0.0,0.0,32,1,7550,,0.0,0.0,
3455,Luka Milivojević,Serbia,19,3,1,18,0,0,1,1,1,0.0,2,0,0,1,1,,23,1.0,1.0,25,0,7550,,0.0,0.0,
3500,Granit Xhaka,Switzerland,72,13,1,70,1,0,0,2,2,0.0,1,1,0,0,1,,90,0.0,0.0,11,2,7550,,0.0,0.0,
3533,Xherdan Shaqiri,Switzerland,69,7,0,56,0,3,6,0,1,0.0,2,5,0,1,3,,50,0.0,0.0,13,7,7550,,0.0,1.0,
3831,Dušan Tadić,Serbia,29,3,0,22,1,0,4,0,2,0.0,0,1,0,1,1,,24,0.0,0.0,37,2,7550,,0.0,0.0,
4269,Aleksandar Mitrović,Serbia,58,1,1,26,0,2,3,0,2,0.0,4,3,0,0,3,,19,0.0,0.0,48,6,7550,,0.0,1.0,
5537,Fabian Lukas Schär,Switzerland,54,7,1,52,2,0,0,0,5,0.0,1,2,0,2,0,,72,0.0,0.0,7,1,7550,,0.0,0.0,
5540,Valon Behrami,Switzerland,54,4,1,54,0,1,1,1,5,0.0,2,3,0,0,0,,62,0.0,0.0,29,0,7550,,0.0,0.0,
5541,Stephan Lichtsteiner,Switzerland,45,4,3,41,0,2,4,0,3,0.0,0,3,0,1,3,,51,0.0,0.0,13,1,7550,,0.0,0.0,
5543,Haris Seferović,Switzerland,14,0,0,1,1,0,0,0,0,0.0,1,0,0,0,0,,4,0.0,0.0,5,0,7550,,0.0,0.0,
5544,Ricardo Iván Rodríguez Araya,Switzerland,38,2,1,32,0,0,2,1,2,0.0,2,0,0,1,1,,48,0.0,0.0,16,2,7550,,0.0,0.0,
5545,Breel-Donald Embolo,Switzerland,16,3,0,13,0,1,5,0,0,0.0,0,0,0,0,0,,10,0.0,0.0,4,1,7550,,0.0,0.0,
5548,Steven Zuber,Switzerland,50,4,0,32,1,0,4,1,3,0.0,0,1,0,0,2,,37,0.0,0.0,12,0,7550,,0.0,0.0,
5549,Manuel Obafemi Akanji,Switzerland,58,4,2,60,4,0,1,3,3,0.0,2,2,0,2,0,,69,0.0,0.0,11,2,7550,,1.0,0.0,
5550,Yann Sommer,Switzerland,22,4,0,24,0,0,0,0,0,0.0,0,0,14,0,0,,35,0.0,0.0,0,0,7550,,0.0,0.0,
5554,Blerim Džemaili,Switzerland,32,1,1,19,0,2,0,0,3,0.0,2,1,0,1,5,,20,0.0,0.0,12,2,7550,,0.0,0.0,
5580,Duško Tošić,Serbia,32,2,1,32,4,0,1,1,6,1.0,3,1,0,1,1,,40,0.0,0.0,12,0,7550,,0.0,0.0,
5587,Adem Ljajić,Serbia,13,0,1,13,0,0,1,1,1,0.0,0,0,0,0,1,,11,0.0,0.0,10,1,7550,,0.0,0.0,
5589,Sergej Milinković-Savić,Serbia,50,5,1,31,0,4,3,3,3,0.0,4,0,0,0,5,,27,0.0,0.0,62,1,7550,,0.0,0.0,
5591,Filip Kostić,Serbia,28,2,0,23,0,2,2,0,6,0.0,0,1,0,1,1,,19,0.0,0.0,31,1,7550,,0.0,0.0,
5594,Branislav Ivanović,Serbia,25,2,0,23,3,0,1,1,2,0.0,1,2,0,2,0,,41,0.0,0.0,13,0,7550,,0.0,0.0,
5596,Aleksandar Kolarov,Serbia,23,5,3,25,1,0,0,2,1,0.0,2,2,0,5,2,,45,0.0,0.0,14,0,7550,,0.0,0.0,
5601,Vladimir Stojković,Serbia,12,4,0,16,0,0,0,0,0,0.0,0,0,21,0,0,,33,0.0,0.0,0,0,7550,,0.0,0.0,
5603,Nikola Milenković,Serbia,17,4,0,21,2,0,0,1,1,0.0,0,1,0,2,0,,27,0.0,0.0,9,0,7550,,0.0,0.0,
5833,Nemanja Radonjić,Serbia,3,1,0,2,0,0,0,0,1,0.0,0,0,0,0,1,,3,0.0,0.0,3,0,7550,,0.0,0.0,
5834,Mario Gavranović,Switzerland,19,0,0,7,0,0,2,0,1,0.0,0,2,0,0,0,,6,0.0,0.0,14,1,7550,,0.0,0.0,
3083,Heung-Min Son,South Korea,39,3,2,30,2,1,6,1,1,,0,4,0,1,2,,25,0.0,0.0,16,0,7538,,,,
3605,Sung-Yeung Ki,South Korea,31,8,2,37,3,0,2,2,5,,2,3,0,1,0,,48,0.0,0.0,16,0,7538,,,,
4417,Ola Toivonen,Sweden,31,1,1,10,0,0,2,0,2,,0,2,0,0,0,,18,0.0,0.0,9,1,7538,,,,
4709,Pontus Jansson,Sweden,41,3,0,41,2,0,0,0,4,,1,0,0,0,0,,55,0.0,0.0,1,1,7538,,,,
5604,Young-Gwon Kim,South Korea,30,1,1,27,4,0,0,0,2,,1,1,0,1,0,,41,0.0,0.0,7,0,7538,,,,
5605,Oscar Hiljemark,Sweden,5,3,0,6,0,0,0,0,0,,0,1,0,0,0,,7,0.0,0.0,10,0,7538,,,,
5606,Hyun-Soo Jang,South Korea,30,5,3,33,7,0,0,0,3,,5,1,0,0,0,,44,0.0,0.0,9,0,7538,,,,
5607,Andreas Granqvist,Sweden,61,2,2,55,3,0,0,0,1,,2,0,0,1,1,,67,0.0,0.0,4,3,7538,,,,
5608,Yong Lee,South Korea,35,4,0,36,3,1,0,0,2,,2,2,0,1,0,,47,0.0,0.0,9,0,7538,,,,
5609,Joo-Ho Park,South Korea,6,0,0,6,0,0,1,0,0,,1,1,0,0,1,,10,0.0,0.0,3,0,7538,,,,
5610,Min-Woo Kim,South Korea,27,2,0,21,1,0,0,0,0,,4,0,0,2,4,,31,0.0,0.0,9,1,7538,,,,
5611,Gustav Svensson,Sweden,2,0,1,2,3,0,0,0,0,,0,0,0,0,0,,3,0.0,0.0,6,0,7538,,,,
5612,Mikael Lustig,Sweden,28,3,2,27,4,0,1,1,3,,0,1,0,0,0,,47,0.0,0.0,2,1,7538,,,,
5613,Viktor Claesson,Sweden,32,8,3,31,1,1,2,4,4,,3,3,0,1,4,,33,0.0,0.0,12,2,7538,,,,
5615,Isaac Kiese Thelin,Sweden,6,1,1,2,1,0,0,0,1,,1,0,0,0,1,,6,0.0,0.0,4,0,7538,,,,
5616,Seung-Woo Lee,South Korea,13,0,0,10,0,1,0,0,0,,0,0,0,0,0,,13,0.0,0.0,5,1,7538,,,,
5617,Sebastian Larsson,Sweden,58,4,1,60,0,0,0,2,0,,4,3,0,1,1,,77,0.0,0.0,10,1,7538,,,,
5618,Woo-Young Jung,South Korea,22,2,1,21,0,0,1,0,2,,0,1,0,0,0,,22,0.0,0.0,6,0,7538,,,,
5619,Hyeon-Woo Jo,South Korea,9,3,0,14,1,0,0,0,0,,0,0,22,0,0,,22,0.0,0.0,0,0,7538,,,,
5620,Hee-Chan Hwang,South Korea,33,5,1,25,1,2,4,1,4,,3,4,0,1,2,,16,0.0,0.0,19,1,7538,,,,
5621,Ludwig Augustinsson,Sweden,32,3,1,30,1,2,1,2,4,,1,2,0,1,0,,47,0.0,0.0,7,0,7538,,,,
5622,Robin Olsen,Sweden,8,3,0,11,0,0,0,0,0,,0,0,6,0,0,,14,0.0,0.0,0,0,7538,,,,
5623,Jae-Sung Lee,South Korea,31,3,5,29,0,1,3,3,1,,0,0,0,1,2,,33,0.0,0.0,30,1,7538,,,,
5624,Albin Ekdal,Sweden,55,6,0,58,0,1,2,0,2,,1,3,0,1,0,,64,0.0,0.0,13,0,7538,,,,
5625,Emil Peter Forsberg,Sweden,43,3,2,40,1,4,2,1,3,,1,3,0,2,5,,28,0.0,0.0,18,4,7538,,,,
5626,Shin-Wook Kim,South Korea,20,2,0,4,0,0,0,0,3,,4,0,0,0,0,,13,0.0,0.0,7,0,7538,,,,
5627,Ja-Cheol Koo,South Korea,26,2,2,16,1,2,0,0,3,,0,2,0,0,0,,17,0.0,0.0,12,1,7538,,,,
11098,Marcus Berg,Sweden,46,1,0,12,1,1,0,0,4,,5,4,0,0,0,,11,1.0,1.0,19,3,7538,,,,
3058,Javier Hernández Balcázar,Mexico,41,0,0,17,2,1,3,0,1,0.0,1,2,0,0,1,,13,,,13,1,7534,,0.0,0.0,0.0
3186,Julian Draxler,Germany,54,3,0,54,0,2,7,1,4,0.0,1,1,0,0,0,,53,,,11,5,7534,,0.0,0.0,0.0
3496,Mesut Özil,Germany,73,5,0,71,0,3,3,2,0,0.0,0,1,0,0,2,,78,,,15,1,7534,,0.0,0.0,0.0
5555,Julian Brandt,Germany,4,1,0,6,0,0,1,0,0,0.0,0,0,0,0,0,,6,,,3,1,7534,,0.0,0.0,0.0
5556,Miguel Arturo Layún Prado,Mexico,24,1,0,22,1,0,2,1,4,0.0,1,0,0,4,1,,20,,,27,5,7534,,0.0,0.0,0.0
5557,Timo Werner,Germany,38,5,1,17,0,2,0,1,0,0.0,0,1,0,0,1,,17,,,17,3,7534,,0.0,0.0,0.0
5558,Rafael Márquez Álvarez,Mexico,3,1,0,5,1,0,1,0,0,0.0,0,1,0,1,0,,6,,,21,0,7534,,0.0,0.0,0.0
5559,Marco Reus,Germany,34,2,0,25,0,1,0,0,2,0.0,1,0,0,0,1,,29,,,7,1,7534,,0.0,0.0,0.0
5560,Carlos Alberto Vela Garrido,Mexico,29,6,1,30,0,0,2,0,0,0.0,1,2,0,0,2,,24,,,25,1,7534,,0.0,0.0,0.0
5561,Hugo Ayala Castro,Mexico,12,2,0,14,5,0,0,1,2,0.0,0,0,0,1,0,,18,,,10,0,7534,,0.0,0.0,0.0
5562,Thomas Müller,Germany,72,1,7,41,0,0,2,5,3,0.0,1,0,0,0,1,,52,,,27,0,7534,,0.0,0.0,0.0
5563,José Andrés Guardado Hernández,Mexico,24,0,2,23,1,0,1,0,3,0.0,0,0,0,0,0,,27,,,37,1,7534,,1.0,0.0,1.0
5564,Carlos Joel Salcedo Hernández,Mexico,17,1,5,14,4,0,0,3,4,0.0,2,0,0,1,0,,25,,,27,0,7534,,0.0,0.0,0.0
5565,Mario Gómez García,Germany,5,1,0,2,0,0,0,0,0,0.0,0,0,0,0,0,,2,,,2,3,7534,,0.0,0.0,0.0
5566,Sami Khedira,Germany,50,3,0,45,0,2,2,2,0,0.0,0,1,0,0,0,,51,,,11,1,7534,,0.0,0.0,1.0
5567,Edson Omar Álvarez Velázquez,Mexico,5,2,5,5,1,0,0,1,1,0.0,0,1,0,0,2,,6,,,19,0,7534,,0.0,0.0,0.0
5568,Raúl Alonso Jiménez Rodríguez,Mexico,16,2,3,9,0,1,0,0,0,0.0,1,0,0,0,0,,10,,,22,0,7534,,0.0,0.0,0.0
5569,Marvin Plattenhardt,Germany,26,1,1,24,0,0,0,1,1,0.0,0,1,0,1,0,,24,,,3,1,7534,,0.0,0.0,0.0
5570,Manuel Neuer,Germany,9,4,0,11,0,0,0,0,0,0.0,0,0,13,0,0,,18,,,0,0,7534,,0.0,0.0,0.0
