50/50,Bad Behaviour,Ball Receipt*,Ball Recovery,Block,Carry,Clearance,Dispossessed,Dribble,Dribbled Past,Duel,Error,Foul Committed,Foul Won,Goal Keeper,Interception,Miscontrol,Offside,Own Goal Against,Pass,Player Off,Player On,Pressure,Shield,Shot,player_id,player_name,team_name
0.0,0.0,1,0,0,1,0,0,0,0,1,0.0,0,0,0,0,0,0.0,0.0,1,0.0,0.0,2,0.0,0,3254,Florian Thauvin,France
0.0,0.0,31,3,2,31,0,0,0,1,0,0.0,0,0,0,0,1,0.0,0.0,35,0.0,0.0,3,0.0,0,3261,Benjamin Mendy,France
0.0,0.0,14,1,0,17,0,0,0,0,0,0.0,0,0,14,0,0,0.0,0.0,25,0.0,0.0,0,0.0,0,3262,Łukasz Fabiański,Poland
0.0,0.0,39,4,0,31,0,0,4,2,2,0.0,1,0,0,0,3,0.0,0.0,25,0.0,0.0,26,0.0,0,3279,José Heriberto Izquierdo Mena,Colombia
0.0,0.0,159,19,6,136,7,2,1,5,6,0.0,4,1,0,3,1,0.0,0.0,206,0.0,0.0,49,0.0,3,3281,Aaron Mooy,Australia
0.0,0.0,223,4,0,93,1,3,10,1,4,0.0,10,4,0,0,16,0.0,0.0,98,1.0,1.0,62,0.0,14,3289,Romelu Lukaku Menama,Belgium
0.0,0.0,297,23,7,217,2,5,11,4,6,0.0,7,7,0,1,19,0.0,0.0,228,0.0,0.0,161,0.0,16,3293,Jesse Lingard,England
0.0,0.0,235,24,7,241,20,1,0,1,7,1.0,2,3,0,8,0,0.0,0.0,289,0.0,0.0,17,0.0,6,3295,Thiago Emiliano da Silva,Brazil
0.0,0.0,157,11,10,116,6,1,3,2,24,0.0,12,8,0,3,5,1.0,0.0,140,0.0,0.0,122,0.0,5,3296,Marouane Fellaini-Bakkioui,Belgium
0.0,0.0,229,11,11,224,30,1,0,0,6,0.0,5,2,0,6,0,0.0,0.0,290,0.0,0.0,26,0.0,2,3300,Maya Yoshida,Japan
0.0,0.0,116,15,7,100,2,10,11,3,5,0.0,11,8,0,2,6,0.0,0.0,90,1.0,1.0,53,0.0,1,3302,Nordin Amrabat,Morocco
0.0,0.0,274,19,19,236,9,3,8,8,12,0.0,5,8,0,5,3,0.0,0.0,393,1.0,1.0,140,0.0,4,3308,Kieran Trippier,England
0.0,0.0,124,5,2,129,3,0,0,1,3,0.0,2,2,0,4,1,0.0,0.0,145,0.0,0.0,26,0.0,0,3314,Phil Jones,England
0.0,0.0,131,12,4,106,0,3,16,4,2,0.0,5,7,0,0,9,0.0,0.0,89,0.0,0.0,55,0.0,6,3318,Marcus Rashford,England
1.0,0.0,105,15,9,110,6,2,2,3,12,0.0,6,2,0,1,1,0.0,0.0,161,0.0,0.0,48,0.0,0,3329,Cédric Ricardo Alves Soares,Portugal
0.0,0.0,34,13,0,42,0,0,0,0,0,0.0,0,0,40,0,0,0.0,0.0,67,0.0,0.0,0,0.0,0,3333,David de Gea Quintana,Spain
0.0,2.0,363,25,11,335,14,2,5,2,11,0.0,7,5,0,6,3,0.0,0.0,434,0.0,0.0,37,1.0,11,3336,Harry Maguire,England
0.0,0.0,129,23,7,107,3,0,3,8,13,0.0,5,6,0,4,4,0.0,0.0,171,0.0,0.0,97,0.0,3,3338,Onyinye Wilfred Ndidi,Nigeria
0.0,0.0,107,32,7,120,4,4,4,3,14,0.0,7,3,0,3,3,0.0,0.0,136,0.0,0.0,73,0.0,3,3381,Nemanja Matić,Serbia
0.0,0.0,69,17,5,80,2,0,7,1,8,0.0,8,1,0,3,1,0.0,0.0,118,1.0,1.0,46,0.0,2,3404,Youssouf Sabaly,Senegal
0.0,0.0,105,9,9,98,3,1,1,3,8,0.0,5,3,0,3,2,0.0,0.0,145,0.0,0.0,78,0.0,2,3436,Idrissa Gana Gueye,Senegal
0.0,0.0,91,38,0,114,0,0,0,0,0,0.0,0,2,98,0,0,0.0,0.0,170,0.0,0.0,0,0.0,0,3444,Danijel Subašić,Croatia
0.0,1.0,234,10,2,106,4,11,6,1,13,0.0,7,10,0,0,20,0.0,0.0,106,0.0,0.0,112,0.0,9,3445,Radamel Falcao García Zárate,Colombia
0.0,0.0,81,5,1,81,0,1,0,2,1,0.0,1,0,0,0,1,0.0,0.0,99,0.0,0.0,8,0.0,0,3446,Djibril Sidibé,France
0.0,0.0,60,8,5,58,0,0,1,5,5,0.0,2,4,0,1,2,0.0,0.0,74,1.0,1.0,37,0.0,0,3455,Luka Milivojević,Serbia
0.0,0.0,55,5,1,31,0,1,5,0,3,0.0,0,0,0,0,1,0.0,0.0,27,0.0,0.0,36,0.0,8,3457,Michy Batshuayi Tunga,Belgium
0.0,0.0,129,40,0,151,0,0,0,0,0,0.0,0,3,94,0,0,0.0,0.0,226,0.0,0.0,0,0.0,0,3468,Jordan Pickford,England
1.0,0.0,274,19,17,253,35,1,0,5,7,1.0,7,6,0,2,2,0.0,0.0,372,0.0,0.0,34,0.0,6,3471,Dejan Lovren,Croatia
1.0,0.0,206,13,9,193,1,7,15,5,7,0.0,5,10,0,3,5,0.0,0.0,197,0.0,0.0,86,0.0,5,3472,Willian Borges da Silva,Brazil
0.0,0.0,154,22,7,159,15,0,0,2,18,1.0,2,1,0,7,0,0.0,0.0,209,0.0,0.0,36,0.0,2,3494,Davinson Sánchez Mina,Colombia
0.0,0.0,165,8,0,167,0,4,10,2,0,0.0,0,2,0,1,2,0.0,0.0,173,0.0,0.0,22,0.0,2,3496,Mesut Özil,Germany
0.0,0.0,299,27,5,282,5,2,3,11,8,0.0,7,4,0,3,4,0.0,0.0,347,0.0,0.0,58,0.0,4,3500,Granit Xhaka,Switzerland
0.0,1.0,349,23,6,313,0,10,10,10,7,0.0,5,8,0,4,9,1.0,0.0,325,0.0,0.0,97,0.0,23,3501,Philippe Coutinho Correia,Brazil
1.0,0.0,153,7,3,151,0,7,15,2,4,0.0,2,5,0,3,6,0.0,0.0,129,0.0,0.0,71,0.0,3,3504,Ruben Loftus-Cheek,England
0.0,0.0,96,44,0,129,2,0,0,0,0,0.0,0,0,121,0,0,0.0,0.0,192,0.0,0.0,0,0.0,0,3509,Thibaut Courtois,Belgium
0.0,0.0,152,8,2,126,12,0,4,3,14,0.0,2,4,0,4,4,0.0,0.0,193,0.0,0.0,58,0.0,2,3530,Hiroki Sakai,Japan
0.0,0.0,86,9,2,53,0,6,11,2,4,0.0,1,1,0,1,4,0.0,0.0,41,0.0,0.0,36,0.0,6,3531,Mohamed Salah,Egypt
0.0,1.0,245,22,8,216,4,3,1,10,12,0.0,4,3,0,3,1,0.0,0.0,302,0.0,0.0,151,1.0,5,3532,Jordan Brian Henderson,England
0.0,1.0,236,23,5,200,0,4,14,1,5,0.0,4,9,0,3,7,0.0,0.0,197,0.0,0.0,61,0.0,12,3533,Xherdan Shaqiri,Switzerland
0.0,0.0,68,5,5,48,0,5,5,0,7,0.0,2,1,0,1,2,0.0,0.0,41,0.0,0.0,41,0.0,6,3535,Roberto Firmino Barbosa de Oliveira,Brazil
0.0,0.0,33,3,0,23,0,3,0,0,2,0.0,1,1,0,0,1,0.0,0.0,26,0.0,0.0,13,0.0,0,3536,Ramadan Sobhi Ramadan Ahmed,Egypt
0.0,0.0,12,9,0,17,0,0,0,0,0,0.0,0,0,7,0,0,0.0,0.0,25,0.0,0.0,0,0.0,0,3543,Steve Mandanda,France
0.0,0.0,7,1,0,3,0,0,0,0,2,0.0,0,0,0,0,2,0.0,0.0,6,0.0,0.0,11,0.0,0,3555,Pape Moussa Konaté,Senegal
0.0,0.0,97,5,2,76,1,5,12,1,3,0.0,1,3,0,2,4,0.0,0.0,63,0.0,0.0,58,0.0,6,3557,Naïm Sliti,Tunisia
1.0,0.0,102,9,4,90,3,3,1,0,1,0.0,4,0,0,3,0,0.0,0.0,111,0.0,0.0,69,0.0,3,3568,Mohamed Naser Elsayed Elneny,Egypt
0.0,0.0,2,2,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,1,0.0,0.0,4,0.0,2,3569,Daniel Nii Tackie Mensah Welbeck,England
0.0,0.0,14,3,0,12,0,1,0,0,0,0.0,1,1,0,0,2,0.0,0.0,13,0.0,0.0,16,0.0,0,3576,Martin Olsson,Sweden
0.0,0.0,92,10,2,87,2,4,7,4,8,0.0,2,7,0,2,3,0.0,0.0,106,0.0,0.0,32,1.0,1,3594,Danny Rose,England
0.0,0.0,127,10,2,123,7,0,1,2,5,0.0,3,1,0,8,0,0.0,0.0,162,0.0,0.0,18,0.0,2,3602,Faustino Marcos Alberto Rojo,Argentina
0.0,0.0,30,3,1,9,0,0,0,0,3,0.0,3,0,0,0,3,0.0,0.0,9,0.0,0.0,25,0.0,2,3603,Mame Biram Diouf,Senegal
0.0,1.0,258,12,4,105,8,8,5,7,14,0.0,15,6,0,2,22,0.0,0.0,132,1.0,1.0,135,0.0,15,3604,Olivier Giroud,France
1.0,0.0,59,13,5,64,4,1,2,2,6,0.0,5,3,0,1,0,0.0,0.0,85,0.0,0.0,45,0.0,3,3605,Sung-Yeung Ki,South Korea
0.0,0.0,170,15,7,157,2,5,3,4,8,0.0,4,3,0,1,2,0.0,0.0,244,0.0,0.0,63,0.0,2,3612,Ashley Young,England
0.0,0.0,363,23,7,322,1,13,42,3,6,0.0,7,32,0,6,10,0.0,0.0,271,0.0,0.0,99,0.0,18,3621,Eden Hazard,Belgium
0.0,0.0,150,13,7,99,0,10,10,0,2,0.0,7,7,0,3,12,1.0,0.0,93,0.0,0.0,51,0.0,3,3629,Sadio Mané,Senegal
0.0,0.0,136,17,4,118,0,6,18,4,5,0.0,3,4,0,2,8,0.0,0.0,106,0.0,0.0,58,0.0,3,3632,André Martín Carrillo Díaz,Peru
0.0,0.0,148,17,3,142,3,3,1,3,9,2.0,4,8,0,5,3,0.0,0.0,180,0.0,0.0,45,0.0,2,3637,Grzegorz Krychowiak,Poland
0.0,0.0,36,2,4,37,0,0,0,1,0,0.0,1,0,0,0,0,0.0,0.0,44,0.0,0.0,13,0.0,0,3645,Gary Cahill,England
0.0,0.0,28,5,1,23,1,0,2,1,0,0.0,1,0,0,0,2,0.0,0.0,24,0.0,0.0,9,0.0,4,3647,Alex Iwobi,Nigeria
0.0,0.0,32,10,0,40,0,0,0,0,0,1.0,0,0,26,0,0,0.0,0.0,51,0.0,0.0,2,0.0,0,3659,Wilfredo Daniel Caballero,Argentina
0.0,0.0,53,5,1,51,0,1,2,1,0,0.0,0,0,0,2,2,0.0,0.0,66,0.0,0.0,8,1.0,1,3664,Trent Alexander-Arnold,England
0.0,0.0,27,7,1,26,0,1,2,1,4,0.0,1,0,0,1,0,0.0,0.0,42,0.0,0.0,32,0.0,0,3684,Cheikhou Kouyaté,Senegal
0.0,0.0,66,9,4,72,20,0,1,1,3,0.0,2,0,0,2,1,0.0,0.0,109,0.0,0.0,25,0.0,0,3702,Victor Nilsson Lindelöf,Sweden
0.0,0.0,144,14,5,131,0,3,1,5,4,0.0,3,1,0,1,0,0.0,0.0,160,0.0,0.0,46,0.0,2,3707,Adrien Sebastian Perruchet Silva,Portugal
0.0,0.0,94,2,2,42,0,6,4,2,4,0.0,0,2,0,0,4,0.0,0.0,43,0.0,0.0,36,0.0,3,3708,Kelechi Promise Iheanacho,Nigeria
0.0,0.0,43,11,1,48,1,2,3,0,1,0.0,0,1,0,6,2,0.0,0.0,51,1.0,1.0,33,0.0,3,3720,Johann Berg Guðmunds­son,Iceland
0.0,0.0,146,11,5,132,0,3,4,5,9,0.0,7,0,0,4,1,0.0,0.0,166,0.0,0.0,101,0.0,0,3767,Ellyes Joris Skhiri,Tunisia
1.0,0.0,38,4,2,23,0,5,3,0,2,0.0,1,2,0,1,2,0.0,0.0,18,0.0,0.0,15,0.0,1,3810,Shinji Okazaki,Japan
0.0,0.0,50,18,0,64,0,0,0,1,0,0.0,0,0,74,0,0,0.0,0.0,122,0.0,0.0,0,0.0,0,3815,Kasper Schmeichel,Denmark
1.0,0.0,111,12,7,87,1,3,9,5,9,0.0,3,4,0,2,8,0.0,0.0,87,0.0,0.0,120,0.0,3,3831,Dušan Tadić,Serbia
0.0,0.0,19,5,1,21,0,1,0,0,2,0.0,2,0,0,2,0,0.0,0.0,24,0.0,0.0,8,0.0,0,3878,Sam Morsy,Egypt
1.0,0.0,104,18,5,103,0,10,12,7,8,0.0,6,5,0,5,4,0.0,0.0,109,0.0,0.0,128,0.0,10,3944,Gylfi Þór Sigurðsson,Iceland
1.0,0.0,130,12,5,132,14,2,1,2,5,0.0,2,3,0,6,1,0.0,0.0,166,0.0,0.0,40,0.0,0,3959,Andreas Christensen,Denmark
0.0,0.0,119,19,9,126,17,0,0,4,7,0.0,3,4,0,5,1,0.0,0.0,177,1.0,1.0,33,0.0,4,3960,José Miguel da Rocha Fonte,Portugal
0.0,0.0,12,3,1,13,0,2,0,2,1,0.0,3,0,0,1,1,0.0,0.0,11,0.0,0.0,19,0.0,0,3961,N''Golo Kanté,France
2.0,0.0,272,35,15,293,5,5,8,8,16,0.0,9,5,0,21,2,0.0,0.0,342,0.0,0.0,164,0.0,1,3961,N'Golo Kanté,France
0.0,0.0,3,0,0,0,0,0,0,0,1,0.0,0,0,0,0,1,0.0,0.0,2,0.0,0.0,3,0.0,0,3962,Diafra Sakho,Senegal
0.0,0.0,113,18,7,97,7,8,6,0,7,0.0,4,8,0,4,5,0.0,0.0,120,0.0,0.0,45,0.0,7,3963,Victor Moses,Nigeria
0.0,0.0,90,9,7,92,20,2,0,0,6,0.0,2,1,0,6,0,0.0,0.0,125,0.0,0.0,20,1.0,0,4063,Ahmed Elsayed Ali Elsayed Hegazy,Egypt
0.0,2.0,163,2,1,59,4,7,3,0,15,0.0,6,8,0,0,8,1.0,0.0,63,0.0,0.0,92,0.0,16,4269,Aleksandar Mitrović,Serbia
0.0,0.0,183,16,4,141,0,6,6,3,8,0.0,5,3,0,1,3,0.0,0.0,165,0.0,0.0,54,0.0,1,4272,João Mário Naval da Costa Eduardo,Portugal
0.0,0.0,35,24,0,51,0,0,0,0,0,0.0,0,3,62,0,0,0.0,0.0,97,0.0,0.0,0,0.0,0,4276,David Ospina Ramírez,Colombia
0.0,0.0,19,4,0,17,0,0,1,0,0,0.0,1,0,0,2,0,0.0,0.0,22,0.0,0.0,18,0.0,1,4277,Papa Alioune N'Diaye,Senegal
1.0,0.0,149,13,4,90,2,5,11,4,6,0.0,5,4,0,2,11,0.0,0.0,83,1.0,1.0,80,0.0,16,4319,Edinson Roberto Cavani Gómez,Uruguay
0.0,1.0,386,25,2,346,0,23,43,1,9,0.0,4,27,0,0,25,2.0,0.0,283,1.0,1.0,72,0.0,27,4320,Neymar da Silva Santos Junior,Brazil
0.0,0.0,111,6,3,70,1,7,2,5,6,0.0,3,7,0,0,5,0.0,0.0,62,0.0,0.0,43,0.0,6,4367,Gonçalo Manuel Ganchinho Guedes,Portugal
0.0,0.0,2,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,3,0.0,0.0,1,0.0,0,4372,Marcos Aoás Corrêa,Brazil
0.0,1.0,127,20,3,102,1,5,2,8,18,0.0,10,5,0,7,5,0.0,0.0,122,0.0,0.0,145,0.0,5,4375,Blaise Matuidi,France
0.0,0.0,177,6,7,59,4,2,5,2,17,0.0,7,12,0,0,5,0.0,0.0,102,0.0,0.0,134,0.0,5,4417,Ola Toivonen,Sweden
0.0,0.0,91,9,7,59,2,2,3,0,6,0.0,6,1,0,0,10,0.0,0.0,54,0.0,0.0,39,0.0,4,4447,Martin Braithwaite Christensen,Denmark
0.0,0.0,151,15,1,151,1,2,8,5,7,0.0,1,3,0,3,0,0.0,0.0,152,0.0,0.0,71,0.0,3,4597,Fabian Delph,England
0.0,0.0,129,11,4,123,12,0,1,0,1,0.0,2,2,0,5,0,0.0,0.0,170,1.0,1.0,10,0.0,1,4626,Jan Bednarek,Poland
0.0,0.0,37,1,1,31,2,1,1,1,4,0.0,2,0,0,0,0,0.0,0.0,53,0.0,0.0,11,0.0,1,4685,Artur Jędrzejczyk,Poland
0.0,0.0,48,3,0,42,2,0,0,0,5,0.0,2,0,0,0,1,0.0,0.0,59,0.0,0.0,3,0.0,1,4709,Pontus Jansson,Sweden
0.0,0.0,116,13,7,105,11,0,1,3,15,0.0,8,1,0,7,1,0.0,0.0,197,0.0,0.0,38,2.0,1,4763,Henrik Dalsgaard,Denmark
0.0,0.0,10,2,1,13,1,0,0,2,2,0.0,3,1,0,2,0,0.0,0.0,16,0.0,0.0,12,0.0,0,4826,Yohan Benalouane,Tunisia
0.0,0.0,165,16,8,149,8,3,10,3,5,0.0,2,2,0,2,6,0.0,0.0,192,1.0,1.0,86,0.0,3,4831,Nacer Chadli,Belgium
0.0,0.0,506,14,5,459,0,7,41,3,5,0.0,1,20,0,1,9,0.0,0.0,475,0.0,0.0,79,0.0,10,4926,Francisco Román Alarcón Suárez,Spain
1.0,0.0,173,25,13,139,13,0,5,1,17,0.0,3,6,0,6,8,0.0,0.0,260,0.0,0.0,81,3.0,2,5170,Mário Figueira Fernandes,Russia
0.0,0.0,158,38,17,158,4,5,9,14,12,0.0,12,12,0,14,8,0.0,0.0,204,0.0,0.0,129,0.0,7,5171,Roman Zobnin,Russia
0.0,0.0,51,15,0,47,0,0,0,0,0,0.0,0,0,94,0,0,0.0,0.0,114,0.0,0.0,0,0.0,0,5172,Igor Akinfeev,Russia
0.0,0.0,227,15,2,219,1,2,4,6,4,0.0,3,7,0,9,4,0.0,0.0,257,0.0,0.0,43,0.0,2,5173,Abdullah Ibrahim Otayf,Saudi Arabia
0.0,0.0,88,7,7,77,45,0,0,2,9,1.0,2,3,0,1,0,0.0,1.0,160,0.0,0.0,25,0.0,5,5174,Sergei Ignashevich,Russia
1.0,0.0,113,12,12,92,31,1,0,0,7,0.0,5,2,0,10,2,0.0,0.0,165,0.0,0.0,24,0.0,1,5175,Ilya Kutepov,Russia
0.0,0.0,12,0,0,2,1,0,0,0,2,0.0,0,0,0,1,1,0.0,0.0,6,0.0,0.0,6,0.0,1,5176,Mohanad Aseri Abu Radiah,Saudi Arabia
2.0,0.0,158,23,10,112,1,11,6,5,9,0.0,14,4,0,3,7,0.0,0.0,135,0.0,0.0,140,0.0,4,5177,Aleksandr Golovin,Russia
0.0,0.0,247,16,6,227,5,2,11,3,6,0.0,3,5,0,7,7,0.0,0.0,266,0.0,0.0,85,0.0,3,5178,Salman Mohammed Al Faraj,Saudi Arabia
1.0,0.0,84,11,7,65,4,2,4,10,6,0.0,5,2,0,3,5,0.0,0.0,96,0.0,0.0,80,0.0,3,5179,Daler Kuzyaev,Russia
0.0,0.0,24,0,1,11,0,1,0,0,0,0.0,0,1,0,0,0,0.0,0.0,21,0.0,0.0,15,0.0,2,5180,Alan Dzagoev,Russia
0.0,0.0,95,15,5,89,7,1,0,1,4,0.0,6,2,0,1,1,0.0,0.0,126,0.0,0.0,68,0.0,2,5181,Yury Gazinskiy,Russia
0.0,0.0,159,20,4,119,1,4,6,5,9,0.0,9,7,0,5,6,0.0,0.0,155,0.0,0.0,94,0.0,2,5182,Aleksandr Samedov,Russia
1.0,0.0,169,10,5,143,8,1,2,1,12,0.0,3,2,0,2,4,0.0,0.0,213,0.0,0.0,41,0.0,5,5183,Yasir Gharsan Al Shahrani,Saudi Arabia
0.0,0.0,96,10,7,93,6,0,0,4,10,0.0,3,4,0,3,0,0.0,0.0,132,0.0,0.0,34,0.0,0,5184,Osama Abdulrezag Hawsawi,Saudi Arabia
1.0,0.0,74,3,2,65,1,3,3,0,3,0.0,4,1,0,1,2,0.0,0.0,68,1.0,1.0,13,0.0,0,5185,Taisir Jabir Al Jassim,Saudi Arabia
0.0,1.0,107,8,10,72,1,4,7,4,7,1.0,7,1,0,3,5,0.0,1.0,92,0.0,0.0,92,0.0,14,5186,Denis Cheryshev,Russia
0.0,0.0,196,19,5,190,0,9,19,1,9,0.0,4,10,0,6,7,0.0,0.0,164,0.0,0.0,51,0.0,7,5187,Salem Mohammed Al Dawsari,Saudi Arabia
0.0,0.0,80,8,0,63,0,0,6,2,1,0.0,2,1,0,2,2,0.0,0.0,69,0.0,0.0,37,0.0,6,5188,Hattan Babhir,Saudi Arabia
0.0,0.0,19,4,0,19,0,0,0,0,0,0.0,0,0,16,0,0,0.0,0.0,35,0.0,0.0,0,0.0,0,5189,Abdullah Ibrahim Al Maiouf,Saudi Arabia
0.0,0.0,80,5,1,36,0,3,5,1,3,0.0,5,2,0,1,9,0.0,0.0,22,1.0,1.0,39,0.0,2,5190,Fahad Mosaed Al Muwallad Al Harbi,Saudi Arabia
